"Incident Date",State,"City or County",Address,"# Killed","# Injured",URL,Source,"Incident Characteristics"
"March 24, 2015",Georgia,Albany,"North Slappey Boulevard",0,0,http://www.gunviolencearchive.org/incident/312301,http://m.walb.com/walb/db/330714/content/dlYhImej,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Car-jacking, Brandishing/flourishing/open carry/lost/found"
"March 24, 2015",California,"Apple Valley","20000 block of Waco Court",0,1,http://www.gunviolencearchive.org/incident/312758,http://www.pe.com/articles/valley-763148-apple-gun.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 24, 2015",Wisconsin,Superior,,0,0,http://www.gunviolencearchive.org/incident/312199,http://host.madison.com/news/state-and-regional/police-negotiators-convince-suspect-to-surrender/article_3a1cf6c2-8a84-56e3-961f-a50f29b5aa1e.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Brandishing/flourishing/open carry/lost/found"
"March 24, 2015",California,"San Jose","2600 block of Senter Road",2,0,http://www.gunviolencearchive.org/incident/312592,http://wpri.com/2015/03/25/northern-california-police-officer-killed-in-shooting/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Officer killed, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 24, 2015",Virginia,Portsmouth,"19 Colin Drive",1,0,http://www.gunviolencearchive.org/incident/312181,http://wric.com/2015/03/24/portsmouth-police-confirm-officer-involved-shooting/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Drug involvement"
"March 24, 2015",Georgia,Smyrna,"2475 Cumberland Parkway",1,0,http://www.gunviolencearchive.org/incident/312140,http://www.wsbtv.com/news/news/local/police-scene-shooting-cobb-county/nkddF/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 24, 2015",Tennessee,"Madison County","South Highland Avenue",0,0,http://www.gunviolencearchive.org/incident/312563,http://www.wbbjtv.com/news/local/Deputies-safely-arrest-man-threatening-to-kill-self-297547201.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"March 24, 2015",Illinois,Joliet,"1700 block of McDonough Street",0,0,http://www.gunviolencearchive.org/incident/313108,http://www.theherald-news.com/2015/03/25/joliet-police-allege-man-had-marijuana-loaded-gun-in-car/ascr4lo/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Gang involvement, Drug involvement, Possession of gun by felon"
"March 24, 2015",Arizona,Glendale,"67th Avenue and Peoria Avenue",1,0,http://www.gunviolencearchive.org/incident/312534,http://www.abc15.com/news/region-west-valley/glendale/police-investigating-officer-involved-shooting-in-glendale,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Brandishing/flourishing/open carry/lost/found"
"March 24, 2015",Illinois,Springfield,"1600 block of Seven Pines Road",1,0,http://www.gunviolencearchive.org/incident/313072,http://www.sj-r.com/article/20150324/NEWS/150329713/10513/NEWS/?Start=2,"Shot - Wounded/Injured, Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Domestic Violence, Kidnapping/abductions/hostage"
"March 24, 2015",Michigan,"Ann Arbor","800 block of Packard Street",0,0,http://www.gunviolencearchive.org/incident/312437,http://www.mlive.com/news/ann-arbor/index.ssf/2015/03/ann_arbor_police_break_down_do.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Domestic Violence, Brandishing/flourishing/open carry/lost/found"
"March 23, 2015",Maine,Winthrop,"37 Spruce Street",1,0,http://www.gunviolencearchive.org/incident/311830,http://www.pressherald.com/2015/03/23/police-block-off-winthrop-neighborhood/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 23, 2015",Ohio,"New Franklin","357 W Turkeyfoot Lake Rd",0,0,http://www.gunviolencearchive.org/incident/312414,http://fox8.com/2015/03/24/deputies-pull-over-drunken-coventry-township-man-armed-with-loaded-shotgun-sheriffs-office/,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Bar/club shooting - in or around establishment, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)"
"March 23, 2015",Missouri,"Saint Peters","Ticonderoga and Cave Springs Estate Drive",0,2,http://www.gunviolencearchive.org/incident/312384,http://www.stltoday.com/news/local/crime-and-courts/two-brothers-charged-in-st-peters-officer-involved-shooting/article_37401263-71a2-5a5c-8a10-4b8b512df0b5.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Pistol-whipping"
"March 23, 2015",Louisiana,Metairie,"West Esplanade and Severn avenues",0,1,http://www.gunviolencearchive.org/incident/312379,http://www.nola.com/crime/index.ssf/2015/03/attempted_murder_and_drug_char.html#incart_river,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Possession of gun by felon"
"March 23, 2015","South Carolina","Rock Hill","Heckle Boulevard",0,0,http://www.gunviolencearchive.org/incident/312020,http://www.heraldonline.com/news/local/crime/article16163522.html#storylink=rss,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 23, 2015",Alaska,Kobuk,,0,0,http://www.gunviolencearchive.org/incident/312806,http://www.newsmatsu.com/news/1503/25ast.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Under the influence of alcohol or drugs (only applies to the perpetrator), Brandishing/flourishing/open carry/lost/found"
"March 23, 2015",Georgia,Norcross,"3201 Sunrise Village Lane",0,0,http://www.gunviolencearchive.org/incident/311874,http://www.wsbtv.com/news/news/local/search-man-accused-shooting-gwinnett-officer/nkcwT/,"Shots Fired - No Injuries, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 23, 2015",Idaho,Orofino,"Dworshak Dam",1,0,http://www.gunviolencearchive.org/incident/312219,http://www.kxly.com/news/north-idaho-news/driver-shoots-kills-self-during-dui-traffic-stop/31985246,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Under the influence of alcohol or drugs (only applies to the perpetrator)"
"March 23, 2015",Illinois,"Williamson County","North 10th Street",0,0,http://www.gunviolencearchive.org/incident/313110,http://www.wsiltv.com/news/local/Carterville-Man-Behind-Bars-for-Drugs-and-Stolen-Gun-297460681.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Drug involvement, Criminal act with stolen gun, Possession of gun by felon, Stolen gun(s) recovered during arrest/warrant"
"March 23, 2015",Ohio,"Weathersfield Township","West Park and Parkway Drive",0,0,http://www.gunviolencearchive.org/incident/312489,http://www.vindy.com/news/2015/mar/25/officer-shoots-at-motorist-probe-continu/?newswatch,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Under the influence of alcohol or drugs (only applies to the perpetrator), Possession (gun(s) found during commission of other crimes)"
"March 22, 2015",Louisiana,Opelousas,"2243 George Dr",1,0,http://www.gunviolencearchive.org/incident/313583,http://klfy.com/2015/03/22/man-found-dead-after-hostage-situation-at-opelousas-apartment/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Kidnapping/abductions/hostage"
"March 22, 2015",Oregon,Portland,"Southeast 130th Avenue and Southeast Sherman Street",1,0,http://www.gunviolencearchive.org/incident/311419,http://www.seattletimes.com/seattle-news/portland-officer-fatally-wounds-knife-wielding-suspect/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 22, 2015",Florida,Seville,"Steel Road",0,0,http://www.gunviolencearchive.org/incident/311498,http://www.news-journalonline.com/article/20150323/NEWS/150329813/1040?Title=Volusia-sheriff-s-deputy-fires-shots-in-Seville-domestic-disturbance-no-injuries,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Brandishing/flourishing/open carry/lost/found"
"March 22, 2015",Wisconsin,"Union Grove","5300 block of Taylor Avenue",1,0,http://www.gunviolencearchive.org/incident/311526,http://www.idahopress.com/ap_news/us/man-wanted-in-wisconsin-abduction-shooting-caught/article_be97f7d5-8c86-5a1e-bbff-888ffcb25fb0.html?utm_campaign=native_advertising&utm_medium=website&utm_source=front_page&utm_content=,"Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff, Kidnapping/abductions/hostage"
"March 22, 2015",Indiana,"Clay County","1400 block of Voorhees Street",1,0,http://www.gunviolencearchive.org/incident/311008,http://fox59.com/2015/03/21/clay-county-deputies-involved-in-police-action-shooting/,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 22, 2015",California,"Santa Clara","2105 Scott Blvd",1,0,http://www.gunviolencearchive.org/incident/311017,http://www.sfgate.com/bayarea/article/Santa-Clara-police-fatally-shoot-robbery-suspect-6151158.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found"
"March 22, 2015",California,Vallejo,"Admiral Callaghan Lane",1,0,http://www.gunviolencearchive.org/incident/311019,http://www.sfgate.com/bayarea/article/Santa-Clara-police-fatally-shoot-robbery-suspect-6151158.php,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 22, 2015",Tennessee,"Montgomery County","Perigo Road",0,0,http://www.gunviolencearchive.org/incident/312156,http://wkrn.com/2015/03/24/2-arrested-after-montgomery-county-deputy-hears-shots-nearby/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Drug involvement"
"March 22, 2015","New York","Bay Shore","1851 Sunrise Hwy",1,0,http://www.gunviolencearchive.org/incident/311183,http://www.nbcnewyork.com/news/local/Officer-Shoots-Robbery-Suspect-Bay-Shore-Long-Island-Best-Buy-Police-297196111.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Armed robbery with injury/death and/or evidence of DGU found"
"March 22, 2015",Indiana,Indianapolis,"5435 W 34th St",0,2,http://www.gunviolencearchive.org/incident/311282,http://fox59.com/2015/03/22/police-possibly-involved-in-west-side-shooting/,"Shot - Wounded/Injured, Institution/Group/Business, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Armed robbery with injury/death and/or evidence of DGU found, Possession (gun(s) found during commission of other crimes)"
"March 21, 2015","New Hampshire",Pelham,,0,0,http://www.gunviolencearchive.org/incident/311811,http://www.unionleader.com/article/20150322/NEWS07/150329794,"Suicide - Attempt, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Perpetrator surrender at standoff, Officer Involved Shooting - Perpetrator unarmed, Implied Weapon"
"March 21, 2015",Connecticut,Bridgeport,,0,0,http://www.gunviolencearchive.org/incident/311722,http://blog.ctnews.com/connecticutpostings/2015/03/21/police-pursuing-armed-carjacker/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Car-jacking"
"March 21, 2015",Arizona,Cottonwood,"2003 East Rodeo Drive",1,2,http://www.gunviolencearchive.org/incident/310886,http://www.fox10phoenix.com/story/28582644/2015/03/22/officer-involved-shooting-in-cottonwood,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator shot, Officer Involved Shooting - Perpetrator killed"
"March 21, 2015",Mississippi,Jackson,"1036 Fairway Street",0,0,http://www.gunviolencearchive.org/incident/314235,http://www.wlox.com/story/28583855/man-jailed-for-attempting-to-run-officers-over,"Shots Fired - No Injuries, Non-Shooting Incident, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 21, 2015",Tennessee,Waynesboro,"Butler Street",1,0,http://www.gunviolencearchive.org/incident/311056,http://www.wsmv.com/story/28579316/dangerous-fugitive-on-the-run-in-wayne-co,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 21, 2015",Montana,Butte,,0,1,http://www.gunviolencearchive.org/incident/312249,http://mtstandard.com/news/local/police-shoot-man-with-stun-gun-after-knife-incident/article_5f81c046-69aa-5a9c-af1a-5ee35fa7ca5e.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 21, 2015",Illinois,Chicago,"4100 block of West Cullerton Street",0,0,http://www.gunviolencearchive.org/incident/310932,http://www.dnainfo.com/chicago/20150322/north-lawndale/man-charged-for-firing-shots-at-suspected-car-thieves,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Concealed Carry License - Perpetrator"
"March 21, 2015",California,Richmond,"500 block of 38th Street",0,1,http://www.gunviolencearchive.org/incident/311022,http://www.sfgate.com/crime/article/Richmond-police-shoot-suspect-in-gunbattle-6150924.php,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 21, 2015",California,Anaheim,"1500 block of West Chanticleer Road",0,0,http://www.gunviolencearchive.org/incident/311445,http://www.ocregister.com/articles/roof-655157-police-home.html,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired"
"March 21, 2015",Oklahoma,Calvin,"Highway 1 and Highway 270",1,0,http://www.gunviolencearchive.org/incident/310610,http://www.news9.com/story/28579473/traffic-stop-turns-deadly-near-calvin,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 21, 2015",Ohio,Columbus,"4600 block of Summit Street",1,0,http://www.gunviolencearchive.org/incident/311084,http://www.local12.com/template/inews_wire/wires.regional.oh/232a8385-www.local12.com.shtml#.VQ9nfVyovHg,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed, Domestic Violence"
"March 21, 2015","New York",Clarendon,"Route 31A",1,1,http://www.gunviolencearchive.org/incident/310481,http://www.buffalonews.com/city-region/gunman-killed-in-shootout-with-deputy-20150321,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed"
"March 20, 2015",Missouri,Chesterfield,,0,1,http://www.gunviolencearchive.org/incident/310190,http://www.stltoday.com/news/local/crime-and-courts/st-louis-county-officer-accidentally-shoots-self-in-leg/article_22123ba7-9521-597c-99f8-cf03402526a7.html,"Shot - Wounded/Injured, Accidental Shooting, Accidental Shooting - Injury, Accidental/Negligent Discharge, Officer Involved Incident, Officer Involved Shooting - Accidental discharge - no injury required, Officer Involved Shooting - Officer shot"
"March 20, 2015",Massachusetts,Cambridge,"Fifth and Gore",0,0,http://www.gunviolencearchive.org/incident/310178,http://www.bostonherald.com/news_opinion/local_coverage/2015/03/police_robbery_suspect_who_fired_at_cops_now_on_lam,"Shots Fired - No Injuries, Home Invasion, Home Invasion - No death or injury, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 20, 2015",Colorado,Denver,"7800 block of Smith Road",0,1,http://www.gunviolencearchive.org/incident/310286,http://www.kktv.com/home/headlines/Officer-Involved-Shooting-Near-Denver-Area-Walmart-297050101.html,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 20, 2015",Pennsylvania,Philadelphia,"3000 block of North 22nd Street",0,0,http://www.gunviolencearchive.org/incident/310042,http://philadelphia.cbslocal.com/2015/03/20/police-open-fire-chase-armed-suspect-in-north-philly/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 20, 2015","North Carolina",Pinehurst,"2125 Longleag Drive West",0,0,http://www.gunviolencearchive.org/incident/311598,http://www.wral.com/police-pinehurst-man-fired-shots-in-home-before-3-hour-standoff/14530108/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 20, 2015",Ohio,"Springfield Township","3520 E. National Rd",0,1,http://www.gunviolencearchive.org/incident/309980,http://www.whio.com/news/news/crime-law/sheriff-deputies-shot-man-who-pulled-gun/nkbKP/,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot, Bar/club shooting - in or around establishment"
"March 20, 2015",Virginia,Hopewell,"S. 12th Ave. and Atlantic St.",0,0,http://www.gunviolencearchive.org/incident/309925,http://wric.com/2015/03/20/police-arrest-two-after-shots-fired-at-hopewell-officer/,"Shots Fired - No Injuries, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury"
"March 20, 2015",California,"Los Angeles","1500 block of North Serrano Avenue",0,0,http://www.gunviolencearchive.org/incident/309893,http://www.nbclosangeles.com/news/local/Dog-Fatally-Shot-by-Officers-During-Assault-With-Deadly-Weapon--297068581.html,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Animal shot/killed"
"March 20, 2015",Oklahoma,"Coal County","Highway 31-B",1,0,http://www.gunviolencearchive.org/incident/310367,http://www.news9.com/story/28577445/ohp-shots-fired-in-chase-with-suspect-vehicle-in-coal-county,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 20, 2015",Illinois,Rockford,"1400 block of Ogilby Road",0,0,http://www.gunviolencearchive.org/incident/310984,http://www.rrstar.com/article/20150321/NEWS/150329829/10448/NEWS,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Gang involvement, Drug involvement, ATF/LE Confiscation/Raid/Arrest, Possession of gun by felon"
"March 20, 2015","New Hampshire",Portsmouth,"383 Woodbury Avenue",1,0,http://www.gunviolencearchive.org/incident/310187,http://www.necn.com/news/new-england/SWAT-Situation-at-Motel-in-Porsmouth-New-Hampshire-297074661.html?f34g3,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Perpetrator suicide at standoff"
"March 20, 2015","Rhode Island",Richmond,"25th and Roosevelt Avenue",0,0,http://www.gunviolencearchive.org/incident/312095,http://www.ktvu.com/story/28583095/investigations-underway-into-3-separate-police-shootings-in-bay-area,"Shot - Wounded/Injured, Officer Involved Incident, Officer Involved Shooting - Perpetrator shot"
"March 20, 2015",Michigan,"Clinton Township","15 Mile Road and Gratiot Avenue",0,0,http://www.gunviolencearchive.org/incident/312572,http://www.macombdaily.com/general-news/20150324/clinton-township-officer-diffuses-gunman-situation,"Non-Shooting Incident, Officer Involved Incident, Officer Involved Incident - Weapon involved but no shots fired, Officer Involved Shooting - Perpetrator surrender at standoff, Possession (gun(s) found during commission of other crimes), Possession of gun by felon"
"March 20, 2015",Louisiana,Kenner,"900 Airline Dr",1,2,http://www.gunviolencearchive.org/incident/310065,http://www.wwltv.com/story/news/2015/03/20/kenner-airport/25119637/,"Shot - Wounded/Injured, Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Officer shot, Officer Involved Shooting - Perpetrator killed, Officer Involved Shooting - Bystander shot, TSA Action"
"March 19, 2015",Michigan,Albion,"300 block of E. Broadwell Street",0,0,http://www.gunviolencearchive.org/incident/310133,http://www.mlive.com/news/jackson/index.ssf/2015/03/man_robbed_by_armed_men_who_fi.html,"Shots Fired - No Injuries, Officer Involved Incident, Possession (gun(s) found during commission of other crimes)"
"March 19, 2015",Florida,Jacksonville,"Castellano Avenue and Helena Street",1,0,http://www.gunviolencearchive.org/incident/310767,http://www.news4jax.com/news/police-suspect-shot-killed-by-officer-was-16/31914824,"Shot - Dead (murder, accidental, suicide), Officer Involved Incident, Officer Involved Shooting - Perpetrator killed"
"March 19, 2015",Indiana,Pierceton,"State Road 13",1,0,http://www.gunviolencearchive.org/incident/309353,http://wishtv.com/2015/03/19/one-dead-and-one-in-custody-after-pierceton-police-pursuit/,"Shot - Dead (murder, accidental, suicide), Suicide, Officer Involved Incident, Officer Involved Shooting - Shots fired, no injury, Officer Involved Shooting - Perpetrator suicide at standoff, Possession of gun by felon"
